11305	10
19141	8
25171	25
39676	12
8919	12
4155	36
12971	4
13566	4
3526	18
43551	16
33965	22
33096	6
34718	9
22470	7
20326	18
21990	10
17026	19
42074	23
30235	12
21178	12
16761	10
12695	3
18540	23
14669	16
22641	16
1580	11
4270	46
9869	3
8809	15
6843	16
13743	11
4129	19
30941	10
44810	26
8753	21
27579	34
27935	15
35425	14
9064	15
27703	13
43364	13
24627	8
7752	4
7889	4
19208	4
43333	20
44713	15
25842	12
38207	20
28044	22
39835	5
30674	10
11421	6
22571	24
33815	10
11931	14
35975	15
33412	14
34434	18
44213	27
11951	10
37863	16
13845	12
19378	27
42636	11
6757	23
15149	29
569	12
29930	18
29990	19
11899	6
31764	21
35729	8
41677	9
16754	21
40335	19
33346	16
27737	6
29234	13
39312	16
22547	10
5138	8
16472	10
3736	18
31719	24
29855	19
16158	27
30862	10
15787	12
27932	4
35733	14
42637	18
23302	29
31722	9
8778	12
4722	42
20235	11
16580	16
8238	24
40936	23
26607	4
23547	7
19071	10
3425	24
28839	12
21020	15
42811	6
35465	25
20367	20
44350	26
44167	13
27444	23
17042	12
2190	8
17898	6
15694	20
21978	14
18684	3
41840	12
23390	13
10874	9
7691	8
35570	12
8369	6
42760	26
12165	8
2071	11
10202	27
41158	28
39838	17
2578	5
8952	8
1209	5
3381	24
35980	18
9807	7
44948	14
23166	11
35195	11
43143	16
28507	16
7487	8
8739	7
6502	5
17685	13
36651	3
24835	11
43466	8
5161	14
37344	5
7367	6
10131	9
1001	8
44515	13
13967	18
31029	18
12246	5
22523	8
12185	4
40330	23
24359	5
2354	14
37034	12
23234	6
40286	19
14413	18
31914	21
12294	10
44526	12
27460	8
19569	12
26223	16
26954	14
37794	11
17501	12
16886	8
3720	42
29652	18
27219	13
34256	8
44276	23
37940	21
38319	12
11205	4
11359	9
22921	14
32231	11
12222	3
41058	22
3424	21
27190	22
8680	10
12225	2
36349	19
36743	9
1423	19
23850	3
10185	15
19107	11
20352	10
8832	5
4054	12
30340	11
9563	23
44116	9
13441	10
40905	16
24133	15
34461	16
30164	13
16488	9
18826	15
36018	20
30005	16
30353	19
15778	4
22536	11
33893	8
41780	7
12037	15
12541	6
37983	12
44378	16
17813	11
37686	19
43607	15
18024	12
13728	16
41035	13
4190	48
23094	8
37512	3
28746	24
11144	48
41212	13
15768	10
28066	13
27441	18
37227	15
5745	23
8300	4
40803	17
29864	9
3908	25
25706	12
41624	24
11334	6
13280	10
1480	8
10553	5
12788	7
4558	23
19818	10
24426	7
26517	16
30365	23
1696	7
32960	20
27082	17
23039	21
16078	21
17107	7
18138	24
4920	21
37015	15
13980	21
31744	11
32389	16
23306	22
42050	19
14585	14
34238	32
34254	8
44970	16
7173	11
20168	26
12652	11
16928	9
30705	14
37036	12
38475	16
29795	18
6421	3
9198	16
11268	5
26790	22
29437	20
6213	2
15782	10
25002	14
3266	21
33052	24
10140	26
39606	3
41635	9
5093	43
14981	46
34217	8
4343	13
36453	25
18759	21
29171	18
30043	13
23559	11
42200	30
44009	17
19140	20
2461	14
44370	21
12243	6
41142	18
17844	11
40707	10
28946	17
36391	12
4083	17
4263	8
44061	25
6097	8
42414	18
25292	24
16436	20
12550	28
8951	12
20009	7
24716	26
19888	11
11512	8
16973	26
43205	16
24156	14
25619	7
6242	54
13934	15
10790	16
32343	20
39197	17
30997	13
10990	10
13087	14
10171	20
42025	13
33105	9
1536	15
18247	23
12749	4
41477	26
40522	9
6552	6
44647	25
29662	20
28761	19
44789	10
21187	16
11367	9
21396	8
1448	21
39322	18
12283	5
33166	8
41376	14
23054	20
26730	9
2204	27
21956	12
9088	5
9246	6
520	18
16560	10
32241	16
4899	28
1442	20
18421	18
1647	3
15629	9
40872	15
42640	11
24771	2
21360	19
29245	14
9640	6
27682	4
34304	12
12337	4
19311	6
8381	14
9309	9
28472	13
28638	10
43140	19
13606	7
43144	14
4246	16
11024	21
29622	8
18369	7
41392	21
25622	12
36962	12
38952	10
7929	6
671	11
42894	19
30680	14
28187	11
43001	13
15223	15
35699	8
10811	12
10755	12
18004	24
25128	2
43519	15
27779	18
32865	18
33704	14
1295	17
32477	6
14986	28
26902	15
22649	7
27829	3
32895	9
43827	22
19757	10
27261	16
2662	17
5824	13
17148	7
43572	21
12638	4
5399	23
42759	16
44855	11
29470	30
12693	4
41227	9
44056	17
8118	6
41268	21
29674	23
1097	42
27405	21
34064	20
6954	6
7121	9
42538	8
20066	10
16938	20
6264	6
11944	11
2575	26
15942	13
22267	21
18006	25
44028	16
26123	10
14248	6
11416	8
33900	22
9642	26
41276	21
7087	14
7481	8
40519	21
34293	20
23252	11
36231	12
41698	13
33467	12
37764	10
20026	4
42761	27
1872	22
16660	24
9454	14
12364	6
32255	15
28867	25
14549	14
2054	10
33767	23
24311	11
38843	20
36618	2
35049	4
36748	16
40066	10
978	7
17515	12
24363	6
16788	17
689	9
33305	33
18291	5
40197	18
3168	22
31548	5
16538	20
27888	7
38715	8
14541	10
27618	16
2519	8
8890	16
42598	21
8553	14
10407	15
37188	10
31979	11
44106	19
32439	7
33493	10
24872	3
24327	4
28361	23
34758	16
39635	21
43510	18
21400	12
17008	7
7059	10
4636	16
4719	32
43242	16
2791	25
32755	16
10262	6
9399	24
597	4
17888	9
34104	42
33193	9
8104	6
1305	28
20093	22
25349	19
32205	6
26734	18
4193	44
10143	20
8218	18
29506	6
27929	26
7052	9
38699	14
36613	12
41613	21
928	21
28285	16
7885	5
23654	8
34616	19
13112	13
35379	19
2472	19
7453	10
31735	15
11785	34
14275	6
44415	22
32307	4
34084	24
37643	21
31761	6
3901	35
5392	16
3448	6
22913	16
32289	13
23426	5
23854	6
18209	4
41533	17
23749	12
38119	20
9746	5
9906	7
11403	12
41634	9
13005	6
24128	5
12735	8
19601	10
43264	17
9296	6
8385	7
20980	17
42874	16
28331	12
10442	3
6808	8
6289	12
1902	16
8510	14
13722	13
24735	16
18773	27
14473	8
23514	8
36501	29
3589	10
10321	12
42291	21
33240	2
3407	21
41597	18
29013	6
28297	9
1546	10
16884	9
44329	25
28418	11
15844	12
34046	26
4234	44
10053	24
18778	11
10324	8
26297	4
14089	8
41324	12
31690	18
37552	13
37703	22
5889	22
39566	20
32864	8
23109	7
13935	14
39017	19
11167	2
22106	25
9445	7
25244	11
13446	14
22421	6
24140	10
13634	9
16084	21
16777	9
6084	20
38281	7
23082	25
34245	21
31726	13
38911	14
24331	9
37214	16
32666	7
27502	15
5676	35
41490	8
16125	7
13710	13
14114	10
1255	17
34904	7
37057	20
42923	16
25231	30
4264	26
3821	13
6144	10
39205	18
16686	10
33148	10
16273	24
5985	23
43562	18
10333	7
15672	5
20837	4
5456	32
30682	10
3773	6
1390	4
16394	16
23114	13
17111	7
43328	19
14409	18
26404	16
41448	16
22412	10
40865	16
39328	18
38760	17
35740	26
11059	20
4930	15
19398	12
37472	19
16551	6
37949	21
37489	11
39209	21
24693	21
21586	7
1635	33
17402	2
23690	40
19791	20
4299	14
19241	10
12169	7
44553	20
35949	21
27344	22
36863	13
40439	19
31661	11
14387	15
19157	12
30179	18
25602	8
14710	21
12736	12
20027	10
16710	16
15735	15
32377	20
28096	10
44383	19
36500	28
3686	19
44044	17
33803	9
4497	21
28843	9
34280	16
8766	12
27331	18
42798	10
42383	8
18705	11
12154	7
44244	16
7156	10
29434	12
35658	5
21395	11
5240	2
27105	26
20261	10
14149	15
11666	3
1370	13
31709	9
25825	12
3609	22
13824	12
41730	13
15706	2
39791	21
38675	5
31373	2
22734	8
11217	39
43632	27
13178	4
12568	9
32506	15
8454	5
19694	37
29201	38
43640	20
12648	8
35575	8
27936	15
43993	10
21250	10
24091	24
21914	21
31427	3
25528	14
30991	24
42475	20
23584	14
44501	18
30211	20
16447	14
28733	30
18174	2
37091	12
9754	4
28028	9
31510	12
28224	6
40508	20
32489	21
20203	21
3617	27
4164	15
39748	19
28496	13
41643	14
29271	9
12742	9
32444	9
16618	10
6795	12
18152	11
16400	6
18116	14
7585	15
19580	18
23312	29
39981	6
37199	11
5864	21
8828	4
24049	12
35342	36
29290	20
24618	4
15964	14
15788	12
43196	13
33527	4
16180	10
19776	13
42219	28
23007	7
34877	25
11767	14
6542	10
34189	13
24392	27
29997	12
15587	13
10907	8
31083	6
33996	21
3254	37
9856	8
15525	15
17458	12
29572	7
19201	5
21055	9
34703	9
17428	9
932	15
10727	10
27570	11
34653	15
25031	22
12716	6
21925	27
34471	12
2277	9
13120	20
6167	22
13314	16
31520	13
7991	5
21807	7
41917	27
40020	12
12393	18
43150	16
13622	7
5843	9
8593	16
12444	14
7879	38
30291	16
23380	22
16565	4
17362	12
43376	8
4368	21
6040	14
6434	9
36179	14
10032	9
20646	8
21432	9
14385	13
42280	17
13029	8
26678	16
17098	11
35915	18
12945	15
41881	20
1908	13
14577	9
28219	20
35593	10
14570	12
29794	19
3809	13
4922	18
11453	8
21216	15
28213	6
37357	18
6853	13
44954	13
22651	12
6487	28
21168	11
2563	10
2871	14
8579	17
10772	8
2433	50
39049	21
39995	26
23839	13
18184	10
30591	4
32033	4
19779	23
25523	3
32986	11
28470	13
7700	17
34961	11
18084	9
22372	15
6339	2
7469	8
2223	44
19084	9
26909	16
26195	3
35194	10
13911	10
4257	28
18627	8
12261	5
34576	13
24461	4
36834	17
36193	8
24788	10
20816	23
8845	6
10816	7
21027	7
21435	21
31746	22
42062	13
25800	10
18974	25
12552	19
38052	7
7629	6
12070	8
36055	19
5057	22
21254	12
23146	20
33539	23
33443	10
40680	25
25813	9
29505	6
20498	7
35417	10
15044	26
13732	14
6203	12
31503	14
1104	18
21993	12
42207	30
8370	6
43506	13
44922	22
27823	13
2153	7
44092	16
37277	7
29052	10
18787	14
